customer_id,full_name,email,gender,date_of_birth,city,region,signup_date,acquisition_channel,preferred_device,email_subscribed,loyalty_tier,annual_income_ghs,household_size
CUST004329,Afia Appiah,afia.appiah983@gmail.com,Female,2000-01-16,Takoradi,Western,"July 09, 2023",Direct,iOS,True,Bronze,26230.6,5
CUST015138,yaw adjei,yaw.adjei92@gmail.com,Male,16/07/2002,Takoradi,Western,2025-10-02,Marketplace,Android,False,Bronze,"GHS 17,733.03",5
CUST018696,mary nyarko,mary.nyarko529@gmail.com,Male,"March 11, 1992",Accra,Greater Accra,2023-07-21,Organic Search,Android,True,Bronze,16849.56,6
CUST015436,Joseph Osei  ,joseph.osei941@gmail.com,Female,1996-10-20,Accra,Greater Accra,2025-05-23,Marketplace,Web Desktop,FALSE,Bronze,15922.33,3
CUST002815,Akosua Nyarko,akosua.nyarko602@hotmail.com, Male,1999-03-28,Tema,Greater Accra,2025-10-06,Organic Search,Android,True,Bronze,7575.69,1
CUST006310,Nana Frimpong,nana.frimpong9@outlook.com,FEMALE,1990-06-28,Accra,Greater Accra,2022-09-05,Organic Search,Android,False,Silver,25998.29,3
CUST001698,Kojo Nkrumah,kojo.nkrumah689@yahoo.com,,2027-05-10,Ho,Volta,"June 23, 2026",Marketplace,iOS,True,Bronze,"GHS 16,424.92",1
CUST002741,  Arinze Baidoo,,,1984-07-03,Kumasi,Ashanti,2025-12-14,Influencer,Android,True,Gold,8857.23,3
CUST010444,Fiifi Amoah,fiifi.amoah519@gmail.com,Female,1997-06-07,Tamale,Northern,2025-06-23,Organic Search,Web Mobile,N,Bronze,"GHS 16,308.78",4
CUST007337,Dzifa Annan,dzifa.annan766@outlook.com,Male,1979-01-15,Tamale,Northern,2025-10-24,Organic Search,Android,True,Gold,28712.42,3
CUST013269,Abdul Dogbe,abdul.dogbe948@gmail.com,Female,"September 17, 1993",Tem a,Greater Accra,2025-11-13,Organic Search,Android,no,Gold,,3
CUST016575,Yaw Danso,yaw.danso378@yahoo.com,Female,29/09/1990,Kumasi,Ashanti,2025-09-16,Paid Social,Android,True,Silver,"GHS 24,897.79",4
CUST011849,  Yaw Yeboah,yaw.yeboah157@gmail.com,Male,1999-09-23,,Greater Accra,2025-01-15,Paid Social,,False,Bronze,15108.56,4
CUST019916,Gifty Alhassan,gifty.alhassan133@gmail.com,Female,1990-04-12,Accra,Greater Accra,2025-05-02,Organic Search,Web Mobile,False,Bronze,19378.9,4
CUST001067,  Daniel Boateng,daniel.boateng605@gmail.com,Male,"October 29, 2009",Accra,Greater Accra,2025-07-14,,Web Desktop,1,Bronze,8716.42,2
CUST016061,Elizabeth Tetteh,elizabeth.tetteh150@gmail.com,Female,1985-10-30,Obuasi,Ashanti,2025-12-24,Email Campaign,Android,True,Bronze,,6
CUST016502,Isaac Yeboah,,Male,02/05/2004,Accra,Greater Accra,"April 29, 2024",Influencer,Android,True,Gold,"GHS 28,672.22",4
CUST018700,Kwaku Ofori,kwaku.ofori747@outlook.com,Male,1996-04-21,Takoradi,Western,2025-01-12,Email Campaign,Web Mobile,True,Silver,2950.39,5
CUST014460,Adwoa Nkrumah,adwoa.nkrumah865@gmail.com,Male,2010-05-09,,Greater Accra,2026-02-26,Email Campaign,Web Mobile,True,Bronze,20648.78,2
CUST012332,Yaw Dogbe,yaw.dogbe33@gmail.com,Female,1985-10-01,Kumasi,Ashanti,2024-05-14,Influencer,Android,True,Silver,13124.41,3
CUST000736,Emmanuel Yeboah,emmanuel.yeboah585@gmail.com,Female,2005-09-05,Accra,Greater Accra,2024-09-18,Paid Social,Web Desktop,1,Bronze,19726.75,3
CUST002440,Kofi Frimpong,kofi.frimpong991@yahoo.com,Male,1968-07-31,Takoradi,Western,08/09/2025,Referral,Android,True,Bronze,"GHS 19,463.33",3
CUST017343,Adwoa Nyarko,adwoa.nyarko316@yahoo.com,Male,1985-06-21,Madina,Greater Accra,2023-10-11,Paid Social,Web Desktop,True,Bronze,16719.92,3
CUST002499,Isaac Owusu,isaac.owusu940@gmail.com, Male,11/04/1985,Accra,Greater Accra,2025-12-23,Direct,Web Desktop,yes,Silver,"GHS 15,151.08",2
CUST012637,Adwoa Lartey,adwoa.lartey89@gmail.com,Male,2001-06-17,Tema,Greater Accra,2025-10-18,Referral,iOS,False,Gold,"GHS 8,516.77",4
CUST003618,Esi Asante,esi.asante611@yahoo.com,Male,1986-06-20,Takoradi,Western,,Organic Search,Android,False,Bronze,12300.57,2
CUST007176,Kelvin Owusu,kelvin.owusu37@yahoo.com,Male,"August 10, 1993",Kumasi,Ashanti,2026-06-10,Referral,Android,Y,Bronze,13775.76,7
CUST014531,Yayra Abubakar,yayra.abubakar417@gmail.com,Female,1995-09-04,Accra,Greater Accra,2026-04-01,Organic Search,Web Mobile,1,Silver,29957.14,3
CUST014671,Adjoa Danso,adjoa.danso40@gmail.com,Male,1993-03-29,Tamale,Northern,06/01/2023,Email Campaign,iOS,1,,19269.62,3
CUST002783,Ama Boateng,ama.boateng316@yahoo.com,Other,1992-04-03,Koforidua,Eastern,2024-12-19,Referral,iOS,True,Bronze,21395.31,
CUST002137,Chidi Lartey,chidi.lartey713@outlook.com,Male,2003-03-04,Takoradi,Western,2022-09-07,Organic Search,Android,True,Silver,15058.69,4
CUST007919,Isaac Adjei,,Female,1989-05-05,Tamale,Northern,2026-02-26,,Web Mobile,,Silver,10132.04,2
CUST005447,Arinze Ofori,n/a,Male,2010-01-25,Koforidua,Eastern,2026-05-18,Organic Search,Android,True,Platinum,18331.65,3
CUST001699,Esi Baidoo,ESI.BAIDOO918@YAHOO.COM,Other,1998-06-19,MADINA,Greater Accra,2024-02-12,Organic Search,Android,False,Silver,5963.4,6
CUST009332,Kwaku Amoah,kwaku.amoah22@gmail.com,Male,"July 31, 1979",Bolgatanga,Upper East,"November 27, 2025",Paid Social,Web Desktop,True,Bronze,18598.86,3
CUST019459,Kwabena Osei,KWABENA.OSEI265@HOTMAIL.COM,Male,1992-10-19,Madina,Greater Accra,2022-10-12,Email Campaign,Android,False,Silver,13293.96,1
CUST015304,Mary Yeboah,mary.yeboah857@gmail.com,Female,03/06/1973,Ho,Volta,2023-09-19,Direct,Android,False,Bronze,11969.14,7
CUST002040,Kojo Mensah,kojo.mensah621@yahoo.com,Female,2004-05-14,Accra,Greater Accra,2025-10-20,Influencer,iOS,1,Bronze,10415.77,7
CUST019745,Joseph Adjei,joseph.adjei584@gmail.com,Male,2001-11-09,Kumasi,Ashanti,"October 05, 2024",Organic Search,Android,False,Bronze,"GHS 5,445.42",2
CUST002361,Kofi Danso,kofi.danso706@gmail.com,Female,21/06/1988,Accra,Greater Accra,2025-06-06,Paid Social,Android,False,Bronze,14089.88,4
CUST012687,Fiifi Appiah,fiifi.appiah476@gmail.com,Male,2027-05-10,TEMA,Greater Accra,2025-09-18,Email Campaign,iOS,1,,"GHS 6,900.82",4
CUST008967,NGOZI AMOAH,ngozi.amoah203@gmail.com,,"August 05, 1984", Koforidua ,Eastern,04/09/2023,Paid Social,Web Mobile,True,Bronze,14002.53,2
CUST018146,Adjoa Nyarko,adjoa.nyarko113@gmail.com,Male,1997-10-04,kumasi,Ashanti,2024-01-27,Paid Social,Android,True,Silver,9093.38,2
CUST004936,Yayra Boateng,,Male,1996-04-19,Sunyani,Bono,2025-12-16,Direct,Web Mobile,False,Bronze,17102.05,4
CUST014788,Kofi Asante,kofi.asante438@yahoo.com,Male,22/11/1983,Cape Coast,Central,2026-06-13,Direct,Android,True,Platinum,38620.75,1
CUST009060,Kojo Nkrumah,kojo.nkrumah537@gmail.com,Other,1999-03-25,Accra,Greater Accra,05/01/2026,Email Campaign,Android,True,Bronze,17263.19,1
CUST009699,Selorm Ofori,selorm.ofori382@outlook.com,Female,"September 24, 2007",Kumasi,Ashanti,2023-12-21,Organic Search,iOS,True,Gold,17255.63,3
CUST018614,Ama Quartey,ama.quartey771@yahoo.com,Female,1996-06-28, Sunyani ,Bono,19/01/2025,Paid Social,Android,Y,Silver,6259.16,4
CUST001550,Esi Appiah,esi.appiah913@outlook.com,Female,07/10/1988,,Upper East,2026-03-25,Marketplace,Android,True,Bronze,,99
CUST011264,Kwaku Darko,KWAKU.DARKO52@YAHOO.COM,Male,1998-05-16,Accra,,2026-06-10,Email Campaign,Android,TRUE,Bronze,9280.91,3
CUST017076,Chidi Nkrumah,chidi.nkrumah805@gmail.com,Other,1976-05-13,Kumassi,Ashanti,2025-08-05,Email Campaign,Web Mobile,1,Bronze,"GHS 17,831.10",3
CUST007536,Adjoa Quartey,adjoa.quartey980@gmail.com,Female,1987-09-03,Takoradi,Western,2025-03-09,Direct,Android,TRUE,Gold,12298.43,5
CUST007773,Adjoa Asante,adjoa.asante36@gmail.com,Female,1990-08-13,Accra,Greater Accra,2023-05-19,Organic Search,Android,False,Silver,14079.36,1
CUST019579,Kelvin Dogbe,kelvin.dogbe475@outlook.com, Male,"August 10, 1990",Wa,Upper West,,Email Campaign,Android,False,Bronze,,3
CUST004703,chidi owusu,chidi.owusu868@gmail.com,FEMALE,1997-05-29,koforidua,Eastern,2025-07-26,Influencer,Android,True,Bronze,"GHS 20,872.85",1
CUST014625,Chidi Alhassan,chidi.alhassan878@outlook.com,Male,1989-05-28,Takoradi,Western,14/05/2025,Organic Search,Web Mobile,True,Bronze,23801.3,2
CUST001220,Yaw Mensah,yaw.mensah503@hotmail.com,Female,1992-03-19,Sunyani,Bono,2025-01-07,Paid Social,Android,True,,36426.75,2
CUST004731,Gifty Amoah,gifty.amoah594@gmail.com,Male,1995-12-27,Accra,Greater Accra,2023-05-23,Organic Search,Android,True,,,7
CUST014984,Isaac Abubakar,isaac.abubakar366@gmail.com,Female,03/01/2001,Kumasi,Ashanti,2025-05-11,Influencer,Android,no,Bronze,23307.19,8
CUST018608,Kofi Abubakar,kofi.abubakar986@gmail.com,Male,2005-01-12,Kumasi,Ashanti,23/04/2026,,Android,True,Bronze,8125.11,5
CUST008204,Daniel Yeboah,daniel.yeboah299@gmail.com,F,24/10/2009,Accra,Greater Accra,2025-11-26,Direct,Android,True,Silver,19272.94,2
CUST016763,Priscilla Agyeman,priscilla.agyeman537@gmail.com,Female,"June 27, 1982",Bolgatanga,Upper East,2024-04-15,Influencer,Android,True,Gold,17280.8,1
CUST005886,Gifty Darko,gifty.darko643@gmail.com,Female,2002-06-25,,Ashanti,2025-11-26,Email Campaign,Android,True,Bronze,13031.15,6
CUST003303,Esi Osei  ,esi.osei204@gmail.com,Male,2000-05-13,Accra,Greater Accra,2026-04-08,Email Campaign,Web Desktop,True,Bronze,10255.94,1
CUST013619,Akosua Abubakar,akosua.abubakar211@yahoo.com,Female,1998-05-25,Kumasi,Ashanti,2026-06-17,Marketplace,Web Mobile,True,Bronze,9744.12,4
CUST006115,Adjoa Dogbe,adjoa.dogbe265@gmail.com,,2000-07-06,Sunyani,Bono,2026-03-09,Email Campaign,iOS,False,Silver,22587.87,3
CUST013469,Fiifi Adjei,fiifi.adjei700@gmail.com,Male,1997-01-05,KUMASI,Ashanti,2023-09-13,Marketplace,Android,True,Gold,14373.97,1
CUST004405,Gifty Dogbe,gifty.dogbe823@gmail.com,Male,1979-07-23,Tema,Greater Accra,2026-04-21,Organic Search,Android,True,Bronze,22200.57,6
CUST017162,Yaw Amoah,yaw.amoah426@gmail.com,Female,1984-08-24,Accra,Greater Accra,2025-12-14,Paid Social,iOS,True,Bronze,27551.87,2
CUST006578,Daniel Alhassan,daniel.alhassan706@gmail.com,Female,"April 02, 2010",N/A,Northern,"March 18, 2025",Influencer,Android,FALSE,Silver,12358.72,
CUST015677,Fiifi Mensah,fiifi.mensah880@gmail.com,Male,1994-11-01,Kumasi,Ashanti,2024-04-10,Paid Social,Web Mobile,yes,Bronze,8720.23,5
CUST012066,Michael Darko,michael.darko127@outlook.com,Male,1998-06-15,Tema,Greater Accra,"May 25, 2026",Email Campaign,Android,True,Bronze,"GHS 19,714.15",5
CUST016208,Afia Mensah,afia.mensah675@gmail.com,Other,1998-05-19,Kumasi,,2025-03-12,Referral,Android,False,Bronze,7925.07,3
CUST007110,Elizabeth Osei,elizabeth.osei594@gmail.com, Male,2010-06-02,Tema,Greater Accra,2026-02-25,Influencer,Android,True,Silver,19764.69,7
CUST003469,Arinze Quartey,arinze.quartey911@gmail.com,F,2008-02-21,Ho,Volta,2025-01-20,Direct,Android,Y,Bronze,6123.31,2
CUST009043,Grace Nkrumah,grace.nkrumah140@gmail.com,Male,2005-07-15,Tema,Greater Accra,2023-01-01,Marketplace,Android,0,Bronze,13020.35,2
CUST015121,Comfort Ofori,comfort.ofori404@gmail.com,FEMALE,1992-09-29,Accra,Greater Accra,2024-04-24,Paid Social,Android,False,Bronze,16110.1,99
CUST017943,Michael Danso  ,michael.danso388@outlook.com,Male,1982-08-05,Accra,Greater Accra,2025-07-21,Influencer,Android,False,Bronze,"GHS 26,101.14",5
CUST012413,Zainab Ofori,zainab.ofori795@gmail.com,Female,1997-10-18,Tema,Greater Accra,2026-05-06,Paid Social,Android,TRUE,Gold,10759.35,2
CUST019572,Elizabeth Sulemana,elizabeth.sulemana561@gmail.com,Female,21/02/1997,Madina,Greater Accra,28/06/2025,Marketplace,Android,False,Bronze,11596.38,4
CUST900132, Adjoa Boateng ,ADJOA.BOATENG517@YAHOO.COM,Male,11/11/1997,Accra,Greater Accra,2026-06-16,unknown,Android,True,Bronze,23934.25,9
CUST004157,Grace Nyarko,grace.nyarko939@gmail.com,Male,"November 25, 1989",Tema,Greater Accra,2026-03-05,Influencer,Android,False,,8098.8,3
CUST018320,  Samuel Quartey,samuel.quartey714@gmail.com,M,1998-04-29,Tamale,Northern,2026-03-08,Direct,iOS,True,Bronze,14049.03,3
CUST006864,KELVIN DOGBE,kelvin.dogbe724@gmail.com,Female,"June 07, 1992",Sunyani,Bono,2026-03-23,Organic Search,Web Desktop,False,Gold,4703.02,6
CUST006507,Joseph Lartey,joseph.lartey706@gmail.com,Female,1999-04-24,Tamale,Northern,2025-03-01,Paid Social,Android,True,Silver,10534.84,3
CUST005346,Abena Amoah,abena.amoah133@gmail.com,Female,1985-05-20,Obuasi,Ashanti,2023-07-01,Paid Social,Android,False,Bronze,10746.76,3
CUST002047,Joseph Mensah,JOSEPH.MENSAH976@GMAIL.COM,,25/02/1990,Kumasi,Ashanti,14/04/2023,Direct,Android,True,Bronze,30167.22,1
CUST010099,Esi Annan,esi.annan348@gmail.com,Male,23/03/2006,Kumasi,Ashanti,2026-04-02,Organic Search,Web Desktop,True,Platinum,21356.85,6
CUST010521,Sena Nyarko,sena.nyarko792@yahoo.com,Female,1998-01-29,Sunyani,Bono,17/08/2025,Marketplace,Web Mobile,True,,"GHS 18,077.67",3
CUST009376,Kelvin Frimpong,kelvin.frimpong538@gmail.com,female,1994-08-02, Koforidua ,Eastern,2026-01-22,Email Campaign,Android,False,Bronze,25690.65,4
CUST008239,Sena Yeboah,sena.yeboah616@yahoo.com,Male,2002-05-08,Accra,Greater Accra,2025-02-08,Paid Social,Web Mobile,True,Gold,10093.45,5
CUST018750,Gifty Yeboah,gifty.yeboah526@gmail.com,Male,1995-01-24,Kumasi,Ashanti,2026-04-09,Marketplace,iOS,FALSE,,22382.54,4
CUST019744,Samuel Nyarko,samuel.nyarko86@gmail.com,Male,"October 03, 1993",Accra,Greater Accra,"February 21, 2026",Organic Search,Web Mobile,True,Bronze,8986.31,1
CUST011993,Joseph Nyarko,joseph.nyarko738@gmail.com,Male,2009-04-04,Kumasi,Ashanti,2024-10-05,Paid Social,Android,True,Platinum,36254.73,1
CUST006956,Adjoa Abubakar,adjoa.abubakar916@yahoo.com,Female,1984-03-26,Tamale,Northern,13/02/2024,Marketplace,iOS,True,Silver,27388.13,3
CUST010420,Abdul Baidoo,abdul.baidoo973@yahoo.com,Female,2004-04-15,Kumasi,Ashanti,14/12/2023,Organic Search,Android,False,,,1
CUST018378,Daniel Danso,daniel.danso434@gmail.com,Male,,Obuasi,Ashanti,2026-05-12,Paid Social,Android,Y,Bronze,,6
CUST004346,Kofi Annan,kofi.annan661@yahoo.com,Male,1993-01-12,Kumasi,Ashanti,2023-01-27,Direct,Android,True,Gold,,3
CUST005565,Abdul Nyarko,abdul.nyarko945@outlook.com,Female,1982-09-15,Kumasi,Ashanti,2022-10-25,Organic Search,iOS,TRUE,Gold,18821.15,3
CUST003060,Fiifi Nkrumah,fiifi.nkrumah599@yahoo.com,Male,1973-01-15,TAKORADI,Western,2026-05-17,Organic Search,Android,TRUE,Bronze,3678.5,2
CUST017549,Comfort Tetteh,comfort.tetteh399@gmail.com,Female,1997-02-02,Accra,Greater Accra,2025-09-21,Organic Search,Android,,,"GHS 20,356.19",7
CUST006068,Elizabeth Amoah,elizabeth.amoah328@hotmail.com,Female,"April 17, 2010",Accra,Greater Accra,2025-08-06,Referral,Web Desktop,False,Platinum,15344.63,4
CUST005437,Nana Danso,nana.danso76@hotmail.com,,,Accra,Greater Accra,"April 16, 2026",Paid Social,Web Mobile,yes,Platinum,7957.17,8
CUST005175,Kojo Nyarko,kojo.nyarko568@gmail.com,Female,1997-05-29,Kumasi,Ashanti,2025-11-22,Organic Search,Web Desktop,TRUE,Bronze,25534.87,3
CUST005381,Yayra Nyarko,,Female ,14/09/2001,Tamale,Northern,10/09/2022,N/A,Android,True,Bronze,28115.39,1
CUST009860,Michael Agyeman,michael.agyeman517@gmail.com,Female ,2002-08-06,Wa,Upper West,,Organic Search,Android,True,Silver,"GHS 12,920.12",99
CUST003580,Yaw Owusu,yaw.owusu533@gmail.com,Female,1992-08-02,Madina,Greater Accra,2026-04-25,Organic Search,Web Desktop,N,Bronze,7883.48,2
CUST014417,Ama Darko,ama.darko518@gmail.com,,2005-11-09,null,Greater Accra,2026-01-01,Marketplace,Android,TRUE,Bronze,0,
CUST015540,Mary Asante,mary.asante426@gmail.com,Female,2002-12-10,Wa,Upper West,2024-03-20,Direct,Android,False,Bronze,21556.98,4
CUST013414,Chidi Boateng,chidi.boateng591@gmail.com,male,1986-05-24,Accra,Greater Accra,2026-05-02,Marketplace,Android,N,Bronze,16279.19,5
CUST006757,Kwaku Yeboah,kwaku.yeboah781@hotmail.com,Female,,Koforidua,Eastern,14/02/2025,Referral,Android,True,Silver,"GHS 29,613.97",3
CUST003288,Abena Ofori,abena.ofori844@gmail.com, Male,, Accra ,Greater Accra,2024-03-31,Email Campaign,Web Mobile,no,,12256.05,8
CUST010676,  Nana Osei,nana.osei65@gmail.com,Female,1981-03-27,Sunyani,Bono,2024-12-28,Paid Social,Android,1,Bronze,4406.82,4
CUST014546,Samuel Tetteh,samuel.tetteh376@gmail.com,female,"September 25, 1998",ACCRA,Greater Accra,2026-03-25,Referral,Android,yes,Silver,35024.02,4
CUST900282, Comfort Tetteh ,COMFORT.TETTEH835@OUTLOOK.COM,Female,1987-11-04,Sunyani,Bono,2025-11-04,Direct,Web Mobile,True,Bronze,13047.13,2
CUST016428,Joseph Amoah,joseph.amoah460@gmail.com,Female,1992-08-06,Accra,Greater Accra,2026-02-28,Email Campaign,Web Desktop,True,Bronze,30009.89,1
CUST011814,Chidi Danso,chidi.danso769@gmail.com,Male,1989-08-06,Accra,Greater Accra,2025-09-03,Paid Social,Web Mobile,False,Bronze,15417.85,8
CUST003214,Emmanuel Nyarko,emmanuel.nyarko124@gmail.com,Male,08/07/1993,Accra,Greater Accra,2025-12-08,Paid Social,Android,1,Silver,11991.62,5
CUST006865,Abdul Osei,abdul.osei525@gmail.com,Male,1995-07-28,Accra,Greater Accra,02/11/2025,Organic Search,Web Desktop,True,Bronze,14492.8,3
CUST012426,Zainab Ahiable,zainab.ahiable658@gmail.com,Male,1987-05-21,Kumasi,Ashanti,2022-10-15,Paid Social,Web Mobile,True,Silver,"GHS 12,135.83",4
CUST010377,Zainab Annan,zainab.annan818@gmail.com,Female,1990-01-25,Accra,Greater Accra,2025-05-27,Influencer,Web Desktop,True,Bronze,7248.67,3
CUST009061,Abdul Mensah,abdul.mensah859@yahoo.com,Male,1988-10-24,Sunyani,Bono,"August 02, 2023",Organic Search,Android,False,Bronze,5615.23,5
CUST003048,Yayra Agyeman,yayra.agyeman698@gmail.com,Female,2000-05-30,Bolgatanga,Upper East,"December 13, 2024",Influencer,Android,True,,8182.68,4
CUST012197,Ibrahim Frimpong,ibrahim.frimpong196@gmail.com,Female,1991-05-29,Accra,Greater Accra,2025-06-09,Marketplace,Web Desktop,True,Bronze,26645.09,5
CUST015619,Kwame Quartey,kwame.quartey711@gmail.com,Female,1996-01-13,Sunyani,Bono,"December 06, 2025",Direct,Android,True,Silver,12065.04,2
CUST001892,Kofi Danso,kofi.danso395@gmail.com,Female,2004-10-25,BOLGATANGA,Upper East,28/07/2023,Organic Search,Web Desktop,FALSE,Silver,11466.25,3
CUST008342,Patience Osei,patience.osei760@yahoo.com,Female,2010-06-05, Accra ,Greater Accra,2026-03-12,Influencer,iOS,True,Bronze,12585.28,2
CUST013514,Kofi Nyarko,kofi.nyarko128@gmail.com,Female,,Accra,Greater Accra,2024-12-19,Organic Search,Android,True,Silver,"GHS 12,125.50",6
CUST001027,Comfort Danso,comfort.danso898@outlook.com,O,2008-07-13,Cape Coast,Central,2025-02-01,Paid Social,Web Mobile,True,Gold,9716.92,2
CUST011107,Kwabena Alhassan,kwabena.alhassan611@gmail.com,Male,1986-11-21,Sunyani,,2025-07-10,Influencer,iOS,yes,Bronze,22954.05,3
CUST004437,Elizabeth Annan,elizabeth.annan859@gmail.com,Female,1991-05-30,Tema,Greater Accra,2025-12-18,Paid Social,,TRUE,Silver,11046.95,3
CUST003966,Dzifa Owusu,dzifa.owusu393@gmail.com,Female ,28/03/1993,Kumasi,Ashanti,2025-02-07,Paid Social,iOS,False,Bronze,6695.7,2
CUST015531,Yayra Ofori,,Male,2009-09-26,Tema,Greater Accra,2025-11-01,Referral,iOS,1,Bronze,9947.59,3
CUST004881,Kofi Danso,kofi.danso523@gmail.com,Female,1984-09-14,Kumasi,Ashanti,2023-11-16,Paid Social,Android,True,Bronze,"GHS 7,956.29",2
CUST016361,Fiifi Adjei,fiifi.adjei856@gmail.com,Female,1995-01-20,Kumasi,Ashanti,2025-04-08,Influencer,Android,1,Silver,34207.31,4
CUST007306,Afia Agyeman  ,afia.agyeman902@gmail.com,Female,1983-01-03,Tema,Greater Accra,2025-04-18,Paid Social,Android,False,Gold,28819.82,1
CUST019214,Isaac Adjei,isaac.adjei761@gmail.com,Female,2009-12-30,Takoradi,Western,2023-09-15,Direct,Android,FALSE,,14495.33,6
CUST004107,Fatima Annan,fatima.annan949@yahoo.com,Male,1975-07-02,Sunyani,Bono,2024-07-09,Marketplace,iOS,False,,7688.03,7
CUST004700,Sena Ahiable,sena.ahiable492@gmail.com,Male,1986-05-02,Kumasi,Ashanti,2026-05-13,Direct,Android,FALSE,Silver,32071.84,3
CUST015632,Mary Frimpong,mary.frimpong102@yahoo.com,Male,18/03/1997,Tema,Greater Accra,2025-07-17,Email Campaign,Android,True,Bronze,17070.95,5
CUST016829,Sena Annan,sena.annan922@gmail.com,Male,1999-02-26,Techiman,Bono East,2022-11-21,Organic Search,iOS,False,Silver,45384.91,2
CUST005733,Arinze Lartey,arinze.lartey165@hotmail.com,Male,30/05/1996,Accra,Greater Accra,2024-11-27,Direct,Android,N,Silver,61312.59,5
CUST006452,Arinze Quartey,arinze.quartey301@gmail.com,Female,2001-10-18,Tamale,Northern,2024-06-14,Organic Search,Android,True,Bronze,13901.49,2
CUST010414,Daniel Asante,daniel.asante436@gmail.com,Male,14/07/1999,Takoradi,Western,2023-08-31,Referral,Android,True,Silver,20605.79,4
CUST015972,Isaac Amoah,isaac.amoah218@gmail.com,,2000-07-02,Kumasi,Ashanti,2024-03-02,Paid Social,Android,True,,22566.86,2
CUST018692,Adjoa Quartey,adjoa.quartey310@gmail.com,Male,1999-11-23,Tamale,Northern,2025-05-15,N/A,Web Mobile,False,Bronze,,4
CUST003581,Kwaku Abubakar,kwaku.abubakar684@gmail.com,Male,1994-08-11,Kumasi,Ashanti,23/08/2022,Email Campaign,Android,True,Silver,8653.2,3
CUST008500,Arinze Appiah,arinze.appiah271@gmail.com,Female,1995-03-12,Wa,Upper West,2022-10-28,Direct,Android,yes,Bronze,50718.85,2
CUST011044,Mary Annan,mary.annan799@gmail.com,Male,2008-12-11,MADINA,Greater Accra,2025-03-17,Referral,Android,1,Bronze,"GHS 15,512.94",6
CUST010499,Yaw Sulemana,yaw.sulemana205@gmail.com,Female,1998-04-13,Accra,Greater Accra,2025-12-28,Direct,Android,True,Silver,"GHS 14,967.83",1
CUST016927,Arinze Adjei,arinze.adjei135@gmail.com,Female,1998-01-29,Accra,Greater Accra,,Paid Social,Android,False,,18532.36,3
CUST017041,Ibrahim Asante,ibrahim.asante793@hotmail.com,Female,1993-09-07,Tamale,Northern,2025-01-04,Paid Social,Web Mobile,1,,18208.25,4
CUST001195,Kwaku Annan  ,KWAKU.ANNAN315@GMAIL.COM,Female,2003-08-10,Tema,Greater Accra,2023-10-03,Influencer,Android,no,Bronze,7526.97,3
CUST003837,Comfort Dogbe,comfort.dogbe176@gmail.com,Female,27/12/1991,Accra,Greater Accra,2026-04-01,Email Campaign,Android,True,Gold,6998.73,2
CUST010541,Dzifa Ahiable,dzifa.ahiable417@gmail.com,Female,1974-08-27,Wa,Upper West,2026-06-01,Email Campaign,Android,yes,Bronze,16917.86,5
CUST017256,Arinze Owusu,arinze.owusu953@gmail.com,Female,2003-08-01,Accra,Greater Accra,2023-08-10,Referral,Android,False,Silver,15544.32,5
CUST000632,afia tetteh,afia.tetteh661@gmail.com,Female,"September 07, 1991",Ho,Volta,2025-02-03,Referral,Android,True,Silver,"GHS 12,147.85",2
CUST006700,Nana Dogbe,nana.dogbe125@yahoo.com,MALE,1995-01-20,Accra,Greater Accra,2026-01-26,Referral,Web Desktop,False,Silver,14722.28,6
CUST000197,Patience Nyarko,patience.nyarko562@gmail.com, Male,1980-11-08,Tamale,Northern,2025-06-03,Referral,Web Desktop,False,,20881.89,4
CUST001120,Ibrahim Baidoo,ibrahim.baidoo176@outlook.com,male,1993-07-04,null,Greater Accra,2025-04-12,Organic Search,Web Mobile,False,Silver,6201.11,5
CUST002291,  Isaac Nyarko,isaac.nyarko291@gmail.com,Male,2001-07-11,Tema,Greater Accra,2025-04-22,Paid Social,Android,yes,Bronze,11614.27,5
CUST011465,Zainab Asante,zainab.asante344@gmail.com, Male,1998-10-14,Kumasi,Ashanti,2024-04-01,Organic Search,Android,True,Bronze,,0
CUST013839,Daniel Tetteh,daniel.tetteh990@gmail.com,Female,19/12/1994,Tamale,Northern,05/04/2025,Organic Search,Android,True,Silver,22253.01,3
CUST014249,KWABENA APPIAH,kwabena.appiah62@gmail.com,Female,09/09/2009,Kumasi,Ashanti,2023-09-18,,Web Mobile,True,Platinum,25924.72,4
CUST009956,Sena Asante,sena.asante555@gmail.com,Male,1987-06-01,Tamale,Northern,2023-11-01,Email Campaign,Android,False,Bronze,0,4
CUST011937,Sena Boateng,sena.boateng280@gmail.com,Female,1994-04-01,Sunyani,Bono,2026-06-25,Organic Search,,True,Bronze,14890.91,1
CUST012492,Nana Yeboah,nana.yeboah438@gmail.com,,1984-12-18,Cape Coast,Central,"July 14, 2023",Paid Social,Android,False,Bronze,15333.05,4
CUST002185,Ama Annan,ama.annan661@yahoo.com,Female,1993-07-31,Tema,Greater Accra,2026-01-26,Referral,Web Desktop,True,Silver,"GHS 5,713.82",9
CUST004050,Kwaku Baidoo,kwaku.baidoo733@gmail.com,Other,2010-04-17,Kumasi,Ashanti,2022-08-01,Influencer,Android,,Bronze,13942.31,2
