customer_id,full_name,email,gender,date_of_birth,city,region,signup_date,acquisition_channel,preferred_device,email_subscribed,loyalty_tier,annual_income_ghs,household_size,age
CUST005618,Yayra Asante,yayra.asante700@outlook.com,Male,1995-07-18,Tema,Greater Accra,2022-09-26,Paid Social,Android,True,Silver,17141.76,4.0,31.0
CUST900118,Sena Sulemana,sena.sulemana699@gmail.com,Male,1985-05-05,Madina,Greater Accra,2022-09-26,Organic Search,Android,True,Gold,12939.7,1.0,41.2
CUST006226,Akosua Boateng,akosua.boateng667@outlook.com,Female,2002-08-23,Accra,Greater Accra,2022-09-25,Direct,Web Desktop,False,Gold,15822.4,5.0,23.9
CUST005635,Adjoa Mensah,adjoa.mensah596@gmail.com,Female,1991-01-17,Tamale,Northern,2022-09-25,Direct,Android,False,Bronze,19909.24,4.0,35.4
CUST015070,Mary Tetteh,mary.tetteh533@yahoo.com,Female,1990-01-03,Ho,Volta,2022-09-25,Email Campaign,Android,True,Silver,40599.24,1.0,36.5
CUST001790,Abena Tetteh,abena.tetteh35@yahoo.com,Male,2007-11-29,Accra,Greater Accra,2022-09-24,Influencer,Android,True,Bronze,20907.73,3.0,18.6
CUST012912,Afia Osei,afia.osei974@yahoo.com,Male,1984-08-06,Accra,Greater Accra,2026-06-16,Organic Search,Web Mobile,False,Bronze,17432.86,1.0,41.9
CUST011890,Joseph Lartey,joseph.lartey628@gmail.com,Male,1999-06-26,Kumasi,Ashanti,2026-06-16,Paid Social,Web Mobile,True,Bronze,12449.71,4.0,27.0
CUST014961,Patience Danso,patience.danso66@gmail.com,Male,2007-01-14,Techiman,Bono East,2026-06-16,Email Campaign,Web Mobile,True,Gold,22089.92,4.0,19.5
CUST004210,Gifty Lartey,gifty.lartey215@gmail.com,Male,1994-08-20,Tema,Greater Accra,2026-06-16,Marketplace,Android,False,Bronze,17903.23,4.0,31.9
CUST010879,Kwame Amoah,kwame.amoah425@gmail.com,Male,1984-05-10,Accra,Greater Accra,2026-06-16,Paid Social,Web Mobile,False,Bronze,29498.8,8.0,42.1
CUST000912,Kwaku Ofori,kwaku.ofori181@gmail.com,Female,2000-05-15,Takoradi,Western,2026-06-16,Organic Search,Android,False,Bronze,15357.53,1.0,26.1
CUST007012,afia amoah,afia.amoah665@gmail.com,Female,2010-04-13,Sunyani,Bono,2026-06-16,Organic Search,Android,False,Platinum,26684.32,4.0,16.2
CUST009498,Selorm Sulemana,selorm.sulemana392@yahoo.com,Female,2002-09-21,Bolgatanga,Upper East,2026-06-16,Organic Search,Web Mobile,False,Gold,9359.02,3.0,23.8
CUST014905,Comfort Nyarko,comfort.nyarko961@yahoo.com,Female,2001-04-14,Bolgatanga,Upper East,2026-06-16,Paid Social,Android,False,Bronze,8521.34,2.0,25.2
CUST001807,Yayra Abubakar,yayra.abubakar426@gmail.com,Male,1995-04-19,Kumasi,Ashanti,2022-09-29,Marketplace,iOS,False,Silver,30768.03,5.0,31.2
CUST002125,Priscilla Abubakar,priscilla.abubakar230@gmail.com,Male,1972-11-10,Kumasi,Ashanti,2022-09-29,Organic Search,Android,False,Platinum,21421.36,1.0,53.6
CUST002946,Ama Owusu,ama.owusu566@gmail.com,Male,1983-10-27,Sunyani,Bono,2022-09-28,Referral,Web Desktop,True,Bronze,14856.22,2.0,42.7
CUST008776,Kwabena Nkrumah,kwabena.nkrumah751@gmail.com,Male,1993-03-22,Tamale,Northern,2022-09-28,Organic Search,Web Mobile,False,Silver,7293.52,10.0,33.3
CUST016754,Joseph Owusu,joseph.owusu509@gmail.com,Female,2009-11-17,Techiman,Bono East,2022-09-27,Direct,Web Mobile,False,Bronze,16090.72,3.0,16.6
CUST002624,Afia Asante,afia.asante374@yahoo.com,Female,1994-11-13,Obuasi,Ashanti,2022-09-27,Organic Search,Web Mobile,True,Gold,23977.27,4.0,31.6
CUST015596,Adjoa Frimpong,adjoa.frimpong288@gmail.com,Female,1989-11-06,Accra,Greater Accra,2022-09-27,Direct,Android,True,Silver,29310.16,1.0,36.6
CUST009396,Dzifa Ahiable,dzifa.ahiable307@gmail.com,Female,2006-03-29,Accra,Greater Accra,2022-09-27,Organic Search,Web Mobile,True,Platinum,3736.01,4.0,20.3
CUST016550,Michael Tetteh,michael.tetteh805@gmail.com,Female,2001-01-27,Accra,Greater Accra,2026-06-15,Paid Social,Web Mobile,True,Silver,12712.82,5.0,25.4
CUST012478,Ngozi Lartey,ngozi.lartey889@yahoo.com,Female,1991-01-07,Kumasi,Ashanti,2026-06-15,Organic Search,Android,False,Bronze,13880.14,5.0,35.5
CUST019774,Gifty Ofori,gifty.ofori685@yahoo.com,Male,1997-03-06,Accra,Greater Accra,2026-06-15,Paid Social,Android,False,Bronze,9117.3,2.0,29.3
CUST011861,Kwaku Nyarko,kwaku.nyarko511@gmail.com,Male,2001-07-17,Tema,Greater Accra,2026-06-15,Paid Social,Android,False,Bronze,5531.41,1.0,25.0
CUST012389,Elizabeth Nyarko,elizabeth.nyarko262@outlook.com,Male,2007-08-19,Tamale,Northern,2026-06-15,Paid Social,iOS,True,Gold,48444.8,2.0,18.9
CUST016128,Yayra Abubakar,yayra.abubakar857@gmail.com,Male,1988-03-29,Tema,Greater Accra,2026-06-15,Organic Search,Android,True,Bronze,18072.1,6.0,38.3
CUST002243,ADWOA ANNAN,adwoa.annan877@gmail.com,Female,2001-10-05,Accra,Greater Accra,2022-10-01,Paid Social,Android,True,Silver,11438.93,4.0,24.7
CUST012549,Patience Abubakar,patience.abubakar571@yahoo.com,Female,1996-01-16,Tema,Greater Accra,2022-10-01,Paid Social,Android,False,Bronze,17183.6,4.0,30.5
CUST013784,Akosua Ofori,akosua.ofori720@gmail.com,Male,2005-05-30,Kumasi,Ashanti,2022-10-01,Referral,Web Mobile,True,Bronze,19679.52,4.0,21.1
CUST005967,Patience Mensah,patience.mensah322@gmail.com,Male,1992-05-09,Accra,Greater Accra,2022-09-30,Marketplace,Web Mobile,True,Silver,9600.02,6.0,34.1
CUST010828,Chidi Baidoo,chidi.baidoo108@yahoo.com,Male,1993-10-13,Sunyani,Bono,2022-09-30,Paid Social,Android,False,Bronze,8460.1,6.0,32.7
CUST003281,Kwabena Ahiable,kwabena.ahiable314@gmail.com,Male,1994-03-13,Koforidua,Eastern,2022-09-30,Referral,Web Mobile,False,Bronze,18143.75,5.0,32.3
CUST015434,Zainab Dogbe,zainab.dogbe753@gmail.com,Male,1995-01-14,Sunyani,Bono,2022-09-29,Paid Social,Android,True,Bronze,25652.93,5.0,31.5
CUST002124,Elizabeth Yeboah,elizabeth.yeboah560@outlook.com,Other,1999-06-27,Madina,Greater Accra,2022-09-29,Paid Social,Android,True,Silver,14569.02,1.0,27.0
CUST016215,Kwabena Alhassan,kwabena.alhassan406@gmail.com,Female,1994-05-29,Techiman,Bono East,2022-09-29,Influencer,Web Desktop,True,Bronze,15237.69,2.0,32.1
CUST014885,Elizabeth Tetteh,elizabeth.tetteh695@gmail.com,Male,2003-09-08,Koforidua,Eastern,2026-06-15,Direct,Android,True,Platinum,27594.91,2.0,22.8
CUST000849,Nana Adjei,nana.adjei975@gmail.com,Female,2007-11-14,Wa,Upper West,2026-06-15,Referral,Android,True,Silver,9187.14,7.0,18.6
CUST012759,Grace Amoah,grace.amoah641@gmail.com,Male,1984-09-26,Bolgatanga,Upper East,2026-06-15,Email Campaign,iOS,True,Gold,17572.17,3.0,41.8
CUST016785,Kofi Nkrumah,kofi.nkrumah483@gmail.com,Male,1983-06-26,Accra,Greater Accra,2026-06-15,Paid Social,Web Mobile,True,Silver,12766.37,4.0,43.0
CUST009363,gifty tetteh,gifty.tetteh430@gmail.com,Male,2001-10-19,Kumasi,Ashanti,2026-06-15,Direct,Android,False,Bronze,17621.51,8.0,24.7
CUST005761,Esi Osei,esi.osei405@gmail.com,Female,1996-03-27,Koforidua,Eastern,2026-06-15,Organic Search,Android,False,Silver,20062.02,3.0,30.3
CUST002600,Samuel Tetteh,samuel.tetteh553@gmail.com,Other,1999-08-26,Takoradi,Western,2026-06-15,Paid Social,Android,False,Bronze,9641.02,1.0,26.8
CUST004668,Kwaku Abubakar,kwaku.abubakar290@gmail.com,Male,1979-05-05,Tamale,Northern,2026-06-15,Paid Social,Web Desktop,True,Bronze,10507.57,5.0,47.2
CUST016120,Adjoa Danso,adjoa.danso594@hotmail.com,Female,1995-08-14,Tema,Greater Accra,2026-06-15,Organic Search,Android,True,Bronze,20905.62,1.0,30.9
CUST001287,Priscilla Frimpong,priscilla.frimpong60@gmail.com,Male,2010-05-19,Madina,Greater Accra,2026-06-15,Influencer,iOS,False,Silver,36812.03,4.0,16.1
CUST011079,Ama Osei,ama.osei158@gmail.com,Male,1981-11-21,Accra,Greater Accra,2022-10-03,Influencer,Android,True,Bronze,7340.8,3.0,44.6
CUST007149,Selorm Baidoo,selorm.baidoo76@gmail.com,Male,2002-10-24,Bolgatanga,Upper East,2022-10-03,Organic Search,iOS,False,Bronze,12776.61,2.0,23.7
CUST011880,Kwaku Boateng,kwaku.boateng554@gmail.com,Female,1981-02-26,Tema,Greater Accra,2022-10-03,Influencer,Web Desktop,False,Bronze,7093.28,5.0,45.3
CUST019779,Ama Appiah,ama.appiah762@gmail.com,Female,1984-12-18,Accra,Greater Accra,2022-10-03,Referral,Android,False,Gold,5930.21,2.0,41.5
CUST015206,Esi Annan,esi.annan740@hotmail.com,Male,2009-10-23,Kumasi,Ashanti,2022-10-03,Influencer,Web Mobile,True,Bronze,24274.53,6.0,16.7
CUST011610,Mary Baidoo,mary.baidoo59@gmail.com,Female,1996-01-22,Ho,Volta,2022-10-03,Referral,Android,False,Bronze,4589.81,6.0,30.4
CUST003839,Joseph Owusu,joseph.owusu775@outlook.com,Female,1994-09-17,Tamale,Northern,2022-10-03,Paid Social,Android,True,Silver,19591.78,3.0,31.8
CUST013494,Kwabena Owusu,kwabena.owusu141@gmail.com,Male,2009-10-26,Madina,Greater Accra,2022-10-02,Paid Social,Android,True,Bronze,12679.66,4.0,16.7
CUST011058,Elizabeth Lartey,elizabeth.lartey236@gmail.com,Female,2000-11-21,Accra,Greater Accra,2022-10-02,Influencer,Android,False,Silver,19192.45,3.0,25.6
CUST018644,fatima danso,fatima.danso6@gmail.com,Male,2003-07-02,Takoradi,Western,2022-10-02,Email Campaign,Android,True,Platinum,17502.83,2.0,23.0
CUST003456,Kojo Quartey,kojo.quartey283@gmail.com,Female,1995-07-18,Accra,Greater Accra,2022-10-02,Organic Search,iOS,True,Gold,11115.08,3.0,31.0
CUST008272,Kwame Abubakar,kwame.abubakar196@gmail.com,Male,1983-04-29,Accra,Greater Accra,2022-10-01,Email Campaign,iOS,False,Silver,6931.19,5.0,43.2
CUST008302,Kwaku Mensah,kwaku.mensah508@gmail.com,Female,1988-04-21,Kumasi,Ashanti,2022-10-05,Email Campaign,Android,True,Gold,29970.18,3.0,38.2
CUST018573,Abena Annan,abena.annan842@gmail.com,Male,2004-08-02,Koforidua,Eastern,2022-10-05,Referral,Web Desktop,False,Bronze,6146.47,3.0,21.9
CUST010780,Kwaku Frimpong,kwaku.frimpong753@gmail.com,Male,2010-03-22,Bolgatanga,Upper East,2022-10-05,Paid Social,Web Mobile,True,Gold,27594.91,5.0,16.3
CUST000225,Kwame Frimpong,kwame.frimpong527@gmail.com,Male,2000-04-16,Accra,Greater Accra,2022-10-05,Organic Search,Web Mobile,False,Bronze,9160.17,3.0,26.2
CUST004339,Elizabeth Appiah,elizabeth.appiah535@gmail.com,Male,2002-01-11,Takoradi,Western,2022-10-05,Paid Social,Android,True,Bronze,6219.04,3.0,24.5
CUST011664,Isaac Dogbe,isaac.dogbe768@gmail.com,Female,1996-12-03,Accra,Greater Accra,2022-10-04,Direct,iOS,False,Bronze,26011.21,2.0,29.6
CUST018414,Grace Frimpong,grace.frimpong763@gmail.com,Female,2003-09-19,Sunyani,Bono,2022-10-04,Direct,Web Desktop,True,Bronze,9209.2,3.0,22.8
CUST002623,Comfort Dogbe,comfort.dogbe329@gmail.com,Female,2002-12-29,Kumasi,Ashanti,2022-10-04,Email Campaign,Web Mobile,False,Silver,25479.11,5.0,23.5
CUST003023,Kojo Yeboah,kojo.yeboah754@gmail.com,Female,2000-06-05,Kumasi,Ashanti,2022-10-04,Influencer,Android,True,Bronze,10669.66,5.0,26.1
CUST018971,Samuel Alhassan,samuel.alhassan604@gmail.com,Female,1998-07-05,Madina,Greater Accra,2022-10-04,Referral,Web Mobile,True,Bronze,6651.42,1.0,28.0
CUST004151,Ngozi Owusu,ngozi.owusu102@gmail.com,Male,1992-04-21,Accra,Greater Accra,2022-10-04,Paid Social,Android,True,Silver,11435.43,1.0,34.2
CUST002749,Isaac Annan,isaac.annan587@gmail.com,Female,1977-02-01,Kumasi,Ashanti,2026-06-15,Referral,Android,True,Silver,15861.54,3.0,49.4
CUST011668,Yaw Darko,yaw.darko172@gmail.com,Male,1990-12-13,Koforidua,Eastern,2026-06-14,Paid Social,Android,False,Bronze,4385.94,7.0,35.5
CUST018649,Kojo Darko,kojo.darko860@gmail.com,Male,2010-02-07,Cape Coast,Central,2026-06-14,Marketplace,iOS,True,Bronze,20033.18,4.0,16.4
CUST007367,Ibrahim Annan,ibrahim.annan510@gmail.com,Female,1995-02-12,Kumasi,Ashanti,2026-06-14,Paid Social,Web Desktop,False,Bronze,11434.65,2.0,31.4
CUST014556,Adwoa Tetteh,adwoa.tetteh699@gmail.com,Male,2002-01-31,Accra,Greater Accra,2026-06-14,Influencer,Android,False,Silver,13980.62,3.0,24.4
CUST009880,Selorm Owusu,selorm.owusu669@yahoo.com,Male,2007-04-23,Tema,Greater Accra,2026-06-14,Organic Search,Web Mobile,False,Gold,26076.18,6.0,19.2
CUST013885,Kwaku Asante,kwaku.asante717@gmail.com,Female,2002-02-12,Accra,Greater Accra,2026-06-14,Organic Search,iOS,True,Platinum,9461.16,1.0,24.4
CUST015707,Abdul Darko,abdul.darko988@yahoo.com,Male,2006-01-02,Ho,Volta,2026-06-14,Direct,Android,True,Bronze,15647.23,5.0,20.5
CUST019059,Fiifi Sulemana,fiifi.sulemana380@yahoo.com,Male,1998-08-11,Takoradi,Western,2026-06-14,Organic Search,Web Mobile,True,Platinum,8046.37,3.0,27.9
CUST012508,Yaw Baidoo,yaw.baidoo882@gmail.com,Female,1978-11-09,Accra,Greater Accra,2026-06-14,Direct,Android,False,Silver,7560.87,4.0,47.6
CUST017355,Yaw Quartey,yaw.quartey972@gmail.com,Male,2010-04-18,Accra,Greater Accra,2022-10-06,Influencer,Android,True,Silver,13286.6,4.0,16.2
CUST013191,Kofi Lartey,kofi.lartey562@gmail.com,Female,1977-02-05,Tema,Greater Accra,2022-10-06,Organic Search,Android,True,Platinum,6925.45,1.0,49.4
CUST012024,Ama Abubakar,ama.abubakar467@gmail.com,Male,1983-12-29,Accra,Greater Accra,2022-10-06,Direct,Android,True,Silver,17982.15,1.0,42.5
CUST002947,Daniel Ofori,daniel.ofori441@gmail.com,Female,1999-07-12,Techiman,Bono East,2022-10-06,Paid Social,Android,False,Bronze,5843.96,3.0,27.0
CUST000789,Fiifi Abubakar,fiifi.abubakar649@yahoo.com,Female,1998-05-20,Tamale,Northern,2022-10-06,Influencer,Web Desktop,True,Silver,27955.99,1.0,28.1
CUST000196,Priscilla Adjei,priscilla.adjei675@gmail.com,Male,1990-02-25,Obuasi,Ashanti,2026-06-14,Organic Search,Android,True,Bronze,51295.74,3.0,36.3
CUST003079,Samuel Owusu,samuel.owusu446@gmail.com,Male,2010-04-23,Koforidua,Eastern,2026-06-14,Paid Social,Web Mobile,True,Bronze,15944.51,3.0,16.2
CUST010498,Emmanuel Frimpong,emmanuel.frimpong771@yahoo.com,Male,1993-02-26,Accra,Greater Accra,2026-06-14,Referral,Android,False,Bronze,23897.88,1.0,33.3
CUST006160,Zainab Lartey,zainab.lartey237@gmail.com,Female,1996-04-09,Accra,Greater Accra,2026-06-14,Marketplace,Web Desktop,True,Silver,20168.85,3.0,30.2
CUST009801,Priscilla Agyeman,priscilla.agyeman586@gmail.com,Male,1986-11-12,Wa,Upper West,2026-06-14,Paid Social,iOS,False,Silver,27192.53,3.0,39.6
CUST009085,Esi Adjei,esi.adjei199@gmail.com,Female,1996-03-08,Accra,Greater Accra,2026-06-14,Organic Search,iOS,True,Gold,50997.38,3.0,30.3
CUST003042,Afia Baidoo,afia.baidoo386@gmail.com,Female,1989-07-07,Kumasi,Ashanti,2026-06-14,Direct,Android,False,Bronze,10664.46,3.0,37.0
CUST004227,Comfort Lartey,comfort.lartey838@outlook.com,Male,2010-02-18,Madina,Greater Accra,2026-06-14,Influencer,Android,True,Silver,7662.16,1.0,16.4
CUST006632,Ibrahim Lartey,ibrahim.lartey763@gmail.com,Female,1985-09-17,Sunyani,Bono,2026-06-14,Direct,Web Mobile,False,Bronze,7806.46,1.0,40.8
CUST018441,Fiifi Sulemana,fiifi.sulemana433@gmail.com,Male,2000-09-16,Kumasi,Ashanti,2026-06-14,Marketplace,Android,False,Platinum,39658.99,2.0,25.8
CUST008698,Adjoa Agyeman,adjoa.agyeman140@gmail.com,Female,1997-01-25,Tamale,Northern,2022-10-08,Paid Social,Android,True,Bronze,17175.97,3.0,29.4
CUST003535,Akosua Adjei,akosua.adjei158@gmail.com,Male,2008-01-16,Accra,Greater Accra,2022-10-08,Marketplace,Web Desktop,True,Gold,24319.08,3.0,18.5
CUST009455,Gifty Abubakar,gifty.abubakar387@gmail.com,Female,1978-01-21,Tema,Greater Accra,2022-10-08,Direct,Android,True,Bronze,15095.8,4.0,48.4
CUST018421,CHIDI DANSO,chidi.danso324@outlook.com,Female,1992-08-19,Kumasi,Ashanti,2022-10-08,Paid Social,Web Desktop,True,Bronze,3904.99,3.0,33.9
CUST011403,Akosua Osei,akosua.osei843@outlook.com,Male,1993-10-10,Accra,Greater Accra,2022-10-07,Influencer,Android,True,Platinum,11256.22,3.0,32.7
CUST007953,Afia Mensah,afia.mensah915@outlook.com,Female,1997-06-05,Ho,Volta,2022-10-07,Direct,Android,True,Bronze,9183.63,5.0,29.1
CUST014013,Gifty Ahiable,gifty.ahiable127@gmail.com,Female,1984-09-17,Ho,Volta,2022-10-07,Paid Social,Web Desktop,False,Bronze,24147.37,3.0,41.8
CUST003089,Samuel Ahiable,samuel.ahiable124@outlook.com,Female,1999-06-09,Kumasi,Ashanti,2022-10-07,Paid Social,iOS,True,Bronze,23747.72,3.0,27.1
CUST000288,Ibrahim Alhassan,ibrahim.alhassan5@gmail.com,Male,1993-01-18,Cape Coast,Central,2022-10-07,Marketplace,Web Desktop,True,Silver,4803.31,6.0,33.4
CUST003959,Yaw Baidoo,yaw.baidoo224@yahoo.com,Female,1988-04-16,Takoradi,Western,2022-10-07,Influencer,iOS,False,Silver,6862.57,6.0,38.2
CUST001548,Daniel Agyeman,daniel.agyeman26@gmail.com,Male,1998-10-11,Obuasi,Ashanti,2022-10-06,Marketplace,Web Desktop,True,Silver,3869.52,6.0,27.7
CUST005749,Ibrahim Ofori,ibrahim.ofori289@gmail.com,Female,1991-11-20,Kumasi,Ashanti,2022-10-06,Organic Search,Web Desktop,True,Bronze,12414.23,3.0,34.6
CUST016234,SELORM YEBOAH,selorm.yeboah566@gmail.com,Male,1991-12-30,Accra,Greater Accra,2022-10-10,Organic Search,Android,True,Bronze,9986.68,6.0,34.5
CUST005333,Fatima Asante,fatima.asante557@gmail.com,Female,2008-11-06,Bolgatanga,Upper East,2022-10-10,Direct,Android,False,Bronze,8531.19,3.0,17.6
CUST009963,adjoa annan,adjoa.annan943@gmail.com,Male,1997-09-05,Kumasi,Ashanti,2022-10-09,Organic Search,Android,False,Gold,19842.8,3.0,28.8
CUST002520,Fatima Amoah,fatima.amoah794@gmail.com,Female,1982-03-15,Kumasi,Ashanti,2022-10-09,Paid Social,Android,False,Bronze,48419.62,4.0,44.3
CUST011315,Arinze Appiah,arinze.appiah549@gmail.com,Female,1998-01-02,Accra,Greater Accra,2022-10-09,Referral,Android,True,Bronze,14734.78,3.0,28.5
CUST017689,Adwoa Owusu,adwoa.owusu844@gmail.com,Female,2001-01-30,Takoradi,Western,2022-10-08,Organic Search,Android,True,Bronze,31980.64,1.0,25.4
CUST009581,Emmanuel Asante,emmanuel.asante886@hotmail.com,Male,1996-06-14,Kumasi,Ashanti,2022-10-08,Marketplace,Web Desktop,True,Bronze,21754.66,5.0,30.0
CUST002280,Sena Sulemana,sena.sulemana336@gmail.com,Male,2001-04-11,Accra,Greater Accra,2022-10-08,Organic Search,Android,False,Bronze,11976.9,1.0,25.2
CUST007212,Kofi Mensah,kofi.mensah426@gmail.com,Female,2007-11-29,Kumasi,Ashanti,2022-10-08,Influencer,Web Mobile,True,Silver,11541.19,6.0,18.6
CUST019590,Elizabeth Danso,elizabeth.danso665@gmail.com,Male,1998-05-28,Kumasi,Ashanti,2026-06-14,Email Campaign,Android,False,Bronze,17594.23,3.0,28.1
CUST014788,Kofi Asante,kofi.asante438@yahoo.com,Male,1983-11-22,Cape Coast,Central,2026-06-13,Direct,Android,True,Platinum,38620.75,1.0,42.6
CUST014954,Akosua Appiah,akosua.appiah97@yahoo.com,Female,1994-12-03,Kumasi,Ashanti,2026-06-13,Organic Search,Web Desktop,False,Bronze,13016.8,3.0,31.6
CUST017882,Elizabeth Appiah,elizabeth.appiah828@gmail.com,Male,1991-06-08,Kumasi,Ashanti,2026-06-12,Paid Social,Web Desktop,True,Gold,4615.84,3.0,35.1
CUST017946,Yayra Lartey,yayra.lartey303@hotmail.com,Male,1991-09-20,Accra,Greater Accra,2026-06-12,Paid Social,Android,True,Bronze,19340.14,4.0,34.8
CUST001065,Elizabeth Dogbe,elizabeth.dogbe864@gmail.com,Male,1978-12-17,Tema,Greater Accra,2026-06-12,Organic Search,Android,True,Bronze,24252.24,5.0,47.5
CUST019459,Kwabena Osei,kwabena.osei265@hotmail.com,Male,1992-10-19,Madina,Greater Accra,2022-10-12,Email Campaign,Android,False,Silver,13293.96,1.0,33.7
CUST015117,Patience Tetteh,patience.tetteh610@hotmail.com,Female,1998-08-08,Takoradi,Western,2022-10-11,Paid Social,Android,True,Bronze,26783.15,1.0,27.9
CUST014132,Selorm Mensah,selorm.mensah614@yahoo.com,Female,1983-06-20,Accra,Greater Accra,2022-10-11,Paid Social,Android,True,Bronze,21953.81,5.0,43.0
CUST007505,Kwabena Ofori,kwabena.ofori899@outlook.com,Female,1989-08-18,Tamale,Northern,2022-10-11,Referral,Web Mobile,False,Bronze,15007.07,2.0,36.9
CUST016666,Fatima Boateng,fatima.boateng94@outlook.com,Female,2001-06-11,Tamale,Northern,2022-10-10,Marketplace,Web Mobile,True,Silver,27053.43,4.0,25.1
CUST007954,Daniel Ahiable,daniel.ahiable371@outlook.com,Male,1987-11-25,Kumasi,Ashanti,2026-06-12,Direct,Web Mobile,True,Silver,6099.28,1.0,38.6
CUST010067,Adjoa Nkrumah,adjoa.nkrumah711@yahoo.com,Male,1997-03-07,Kumasi,Ashanti,2026-06-12,Direct,Android,False,Gold,25117.22,2.0,29.3
CUST005819,Isaac Alhassan,isaac.alhassan899@gmail.com,Female,2000-06-29,Kumasi,Ashanti,2026-06-12,Direct,Web Mobile,True,Silver,7644.37,5.0,26.0
CUST016441,Daniel Appiah,daniel.appiah563@outlook.com,Female,1999-11-18,Accra,Greater Accra,2026-06-12,Organic Search,Android,False,Bronze,9097.22,2.0,26.6
CUST007446,Ngozi Yeboah,ngozi.yeboah743@outlook.com,Female,1982-01-11,Accra,Greater Accra,2026-06-12,Referral,Web Mobile,True,Silver,20405.06,5.0,44.5
CUST008700,Dzifa Darko,dzifa.darko899@gmail.com,Male,2005-05-21,Accra,Greater Accra,2026-06-12,Direct,Web Mobile,True,Gold,6313.03,3.0,21.1
CUST017535,Adwoa Agyeman,adwoa.agyeman110@yahoo.com,Male,2009-06-23,Tema,Greater Accra,2026-06-12,Marketplace,Android,True,Silver,13143.24,1.0,17.0
CUST018814,AMA ASANTE,ama.asante812@gmail.com,Male,1982-01-18,Ho,Volta,2026-06-12,Email Campaign,iOS,True,Bronze,8951.45,3.0,44.4
CUST000881,Adwoa Asante,adwoa.asante548@gmail.com,Female,2009-08-06,Techiman,Bono East,2026-06-12,Influencer,iOS,True,Silver,37581.88,3.0,16.9
CUST018899,Elizabeth Dogbe,elizabeth.dogbe20@gmail.com,Male,1990-01-29,Accra,Greater Accra,2026-06-12,Marketplace,Android,False,Bronze,5594.94,6.0,36.4
CUST019631,Abdul Adjei,abdul.adjei832@gmail.com,Female,2010-03-05,Tema,Greater Accra,2026-06-12,Marketplace,Android,False,Bronze,16170.5,6.0,16.3
CUST007546,ama adjei,ama.adjei12@gmail.com,Female,1994-07-08,Accra,Greater Accra,2026-06-12,Organic Search,iOS,False,Silver,23199.13,7.0,32.0
CUST001498,Emmanuel Boateng,emmanuel.boateng415@yahoo.com,Female,1992-12-06,Koforidua,Eastern,2026-06-12,Organic Search,iOS,True,Bronze,14214.58,4.0,33.6
CUST008410,Joseph Danso,joseph.danso633@gmail.com,Female,2003-07-23,Tamale,Northern,2026-06-12,Organic Search,Android,True,Bronze,17961.46,6.0,22.9
CUST008300,Esi Ofori,esi.ofori122@outlook.com,Male,1985-08-09,Accra,Greater Accra,2026-06-12,Influencer,Android,True,Gold,30558.51,1.0,40.9
CUST012023,Ama Dogbe,ama.dogbe258@gmail.com,Female,2005-11-15,Takoradi,Western,2026-06-12,Referral,Android,True,Bronze,14213.35,3.0,20.6
CUST007561,Adwoa Darko,adwoa.darko221@gmail.com,Male,1999-02-26,Tema,Greater Accra,2022-10-14,Direct,Web Mobile,True,Bronze,18236.5,7.0,27.3
CUST013558,Afia Lartey,afia.lartey89@gmail.com,Female,1997-08-03,Tema,Greater Accra,2022-10-14,Organic Search,Android,True,Silver,39470.76,4.0,28.9
CUST015889,Elizabeth Darko,elizabeth.darko590@gmail.com,Male,2007-02-25,Kumasi,Ashanti,2022-10-14,Marketplace,Web Mobile,True,Bronze,11223.54,4.0,19.3
CUST002415,NGOZI DANSO,ngozi.danso939@yahoo.com,Female,1987-02-24,Accra,Greater Accra,2022-10-14,Referral,Web Desktop,False,Silver,17711.77,7.0,39.3
CUST019482,Kwame Lartey,kwame.lartey362@gmail.com,Male,1991-08-09,Accra,Greater Accra,2022-10-14,Direct,Web Mobile,False,Bronze,16013.11,1.0,34.9
CUST016003,Afia Yeboah,afia.yeboah99@outlook.com,Male,1988-08-14,Cape Coast,Central,2022-10-14,Organic Search,Android,False,Bronze,33858.87,6.0,37.9
CUST008675,Mary Annan,mary.annan607@gmail.com,Female,1997-04-02,Cape Coast,Central,2022-10-12,Influencer,Web Desktop,True,Bronze,19471.02,2.0,29.2
CUST018248,Akosua Yeboah,akosua.yeboah277@gmail.com,Female,1980-10-01,Koforidua,Eastern,2026-06-12,Influencer,Android,False,Gold,11063.81,5.0,45.7
CUST006463,sena annan,sena.annan994@gmail.com,Female,1997-08-29,Accra,Greater Accra,2026-06-11,Referral,iOS,False,Bronze,24411.08,3.0,28.8
CUST017561,Priscilla Quartey,priscilla.quartey964@gmail.com,Female,1979-06-13,Takoradi,Western,2026-06-11,Email Campaign,Web Mobile,True,Bronze,11656.35,1.0,47.0
CUST000207,Kofi Yeboah,kofi.yeboah584@gmail.com,Female,1987-03-30,Kumasi,Ashanti,2026-06-11,Marketplace,iOS,True,Bronze,14743.65,4.0,39.3
CUST016078,Abdul Yeboah,abdul.yeboah755@gmail.com,Male,1986-06-17,Kumasi,Ashanti,2026-06-11,Organic Search,iOS,True,Bronze,24221.1,4.0,40.0
CUST012686,Adwoa Asante,adwoa.asante781@gmail.com,Female,1997-07-04,Accra,Greater Accra,2026-06-11,Email Campaign,Android,True,Platinum,14723.67,3.0,29.0
